Roaster,Name,Review,Roaster_link,Origin,Roast,dollars_per_ounce,Review_date
Tony's Coffee,Look for the Helpers,"Crisply chocolaty, rich-toned. Baking chocolate, cashew, graham cracker, golden raisin, a hint of marjoram in aroma and cup. Sweet structure with mild acidity; crisp, velvety mouthfeel. The finish is chocolaty and nut-driven with undertones of marjoram.",https://bit.ly/2Jb39e4,Ethiopia; Central America,Light,1.08,March 2021
Sip of Hope Community Coffee Roasters,Nicaragua Women Producers,"High-toned, balanced. Meyer lemon zest, cocoa nib, red plum, almond brittle, cedar in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The sweetly nut-toned finish is redolent of almond butter with undertones of Meyer lemon zest.",,"La Fundadora, Jinotega, Nicaragua",Medium-Light,1.5,March 2021
Magnolia Coffee,Josh Daniels Grateful Blend,"Rich, deep-toned. Cocoa powder, roasted cashew, persimmon, bay leaf, fresh-cut fir in aroma and cup. Sweetly savory with gentle, round acidity; full, satiny-smooth mouthfeel. The cocoa-driven finish is complicated by persimmon and fir.",https://magnoliacoffeeco.com/,Papua New Guinea; Colombia,Medium-Light,1.25,March 2021
1951 Coffee Company,Ethiopia Quantit,"Delicate, spice-toned. Bergamot, cocoa nib, yellow plum, almond, a hint of jasmine in aroma and cup. Sweet-savory in structure with brisk acidity; light, satiny mouthfeel. The spice-toned finish leads with notes of bergamot and plum in the short, rounding to nut-toned cocoa in the long.",,"Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,1.71,March 2021
Dávila Kafe,#She_Builds,"Fruit-toned, chocolaty. Blueberry, dark chocolate, cedar, lemon zest, a hint of gardenia in aroma and cup. Sweet-toned with gentle, fruit-driven acidity; crisp, velvety mouthfeel. The resonant finish centers around notes of blueberry and dark chocolate with cedar undertones.",,Haiti; Ethiopia,Medium-Light,1.5,March 2021
Regent Coffee,Guatemala Acatenango Geisha,"High-toned, richly sweet. Bing cherry, narcissus, almond butter, lemon verbena, cedar in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. The finish leads with notes of cherry and lemon verbena, rounding to rich almond notes in the long.",https://bit.ly/3vqsQg7,"Acatenango growing region, Guatemala",Light,2.46,March 2021
Nostalgia Coffee Roasters,Memory Lane,"Deeply sweet, richly savory. Baking chocolate, plum, magnolia, cedar, agave syrup in aroma and cup. Sweet in structure with brisk acidity; satiny mouthfeel. Finish consolidates to notes of plum, magnolia and baking chocolate with cedar undertones.",http://bit.ly/2WmKMJ9,Brazil; Guatemala; Sumatra,Medium-Light,1.67,March 2021
JBC Coffee Roasters,Monte Alban Mexico,"High-toned, sweetly tart. Raspberry, hazelnut, freesia-like flowers, agave syrup, cedar in aroma and cup. Sweet-tart structure with juicy-bright acidity; full, velvety-smooth mouthfeel. The floral-toned finish is deepened by notes of hazelnut and cedar.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Yautepec/Miahuatlan, Oaxaca State, Mexico",Medium-Light,1.58,March 2021
Durango Coffee Company,Kenya Kirinyaga Baragwi Karumandi AA,"Cocoa-toned, richly floral. Honeysuckle, cocoa nib, red currant, cedar, pink grapefruit zest in aroma and cup. Brightly sweet-tart structure with balanced acidity; smooth, lightly creamy mouthfeel. Finish is resonant, redolent with red currant, cocoa nib and cedar notes.",https://www.durangocoffee.com/,South-central Kenya,Medium-Light,1.41,March 2021
JBC Coffee Roasters,Harimau Tiger Sumatra,"Deep, sweetly earth-toned. Fresh humus, pipe tobacco, persimmon, molasses, magnolia in aroma and cup. Sweet-savory structure with bright, juicy acidity; very full, syrupy mouthfeel. The finish consolidates to notes of pipe tobacco and magnolia with hints of persimmon.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Aceh Province, Sumatra, Indonesia",Medium-Light,1.42,March 2021
JBC Coffee Roasters,San Antonio Guatemala,"Crisply sweet, nut-toned. Pistachio butter, caramel, pear, lemon verbena, cedar in aroma and cup. Sweet-tart structure with crisp, juicy acidity; full, satiny mouthfeel. A pistachio- and caramel-laden finish is supported by suggestions of fresh-cut cedar.",https://www.jbccoffeeroasters.com/product-category/coffee/,"San Cristobal Cucho, San Marcos Department, Guatemala",Medium-Light,1.67,March 2021
Durango Coffee Company,La Esperanza Colombia Estate,"Delicately fruit-toned. Raspberry jam, lemon thyme, dark chocolate, almond brittle, fresh-cut oak in aroma and cup. Sweet structure with gentle, lively acidity; full, syrupy mouthfeel. Finish consolidates to notes of lemon thyme and oak.",https://www.durangocoffee.com/,"Valle de Cauca, Colombia",Medium-Light,1.58,March 2021
JBC Coffee Roasters,La Coipa Peru,"Very sweet, deeply rich. Chocolate fudge, almond brittle, mulberry, amber, oak in aroma and cup. Sweet-toned structure with gentle, round acidity; plush, syrupy mouthfeel. Chocolaty finish with undertones of mulberry and oak.",https://www.jbccoffeeroasters.com/product-category/coffee/,"San Ignacio, Cajamarca Region, Peru",Medium-Light,1.58,March 2021
Paradise Roasters,Thailand Pink Valley Natural,"Deep-toned, very sweet. Raspberry, strawberry, grape, fresh-cut fir, agave syrup in aroma and cup. Richly sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Aromatic wood-framed finish with undertones of berry mélange.",https://paradiseroasters.com/,"Chiang Rai Province, Thailand",Medium-Light,2.08,March 2021
Cafe Grumpy,El Salvador La Guachocha,"Deep-toned, chocolaty. Chocolate-covered graham cracker, almond, cedar, freesia-like flowers, lemon verbena in aroma and cup. Sweet-toned with gentle, round acidity; full, syrupy mouthfeel. Chocolaty finish with undertones of freesia and almond.",,"Canton Lomas de San Marcelino, Coatepeque, Santa Ana, El Salvador",Medium-Light,2.0,March 2021
Cafe Grumpy,El Salvador Malacara B Orange,"Bright, juicy, crisply sweet. Toffee, orange zest, oak, magnolia, vanilla in aroma and cup. Sweet-tart structure with vibrant acidity; crisp, satiny mouthfeel.The finish leads with citrus and magnolia notes in the short, rounding to vanilla-toned toffee in the long.",,"antón Montañita, Volcán Santa Ana, El Salvador",Medium-Light,2.0,March 2021
Temple Coffee Roasters,Kenya Gachatha,"Sweetly spice-toned, chocolaty. Star jasmine, dark chocolate, red currant, macadamia nut, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity; plush, syrupy mouthfeel. Notes of star jasmine and black currant carry the lyrically sweet, deep-toned finish.",https://www.templecoffee.com,South-central Kenya,Medium-Light,1.88,February 2021
Temple Coffee Roasters,Ethiopia Suke Quto Single-Origin Espresso,"Evaluated as espresso. Richly fruit-centered, deeply aromatic. Raspberry, dark chocolate, sandalwood, narcissus, lemon verbena in aroma and small cup. Plush, viscous mouthfeel; fruit- and floral-toned finish. In three parts milk, spice-toned sweet florals preside, with support from rich chocolate notes.",https://www.templecoffee.com,"Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,1.58,February 2021
Temple Coffee Roasters,Ethiopia Gera Limu,"Delicately sweet, subtly tart, elegant. Apricot, almond, cocoa nib, key lime, caramel in aroma and cup. Sweet-tart structure with bright, juicy acidity; very full, syrup mouthfeel. Resonant, cocoa-toned finish.",https://www.templecoffee.com,"Oromia growing region, southern Ethiopia",Medium-Light,1.58,February 2021
Temple Coffee Roasters,Peru Tambopata,"Floral-toned, richly chocolaty. Lilac, toffee, tangerine zest, amber, apricot in aroma and cup. Bittersweet structure with delicately citrusy acidity; silky-smooth mouthfeel. The crisp finish consolidates to notes of toffee and tangerine zest with undertones of amber.",https://www.templecoffee.com,"Puno, Sandia Valley, Peru",Medium,1.58,February 2021
Prairie Lily Coffee,Panama Pacamara Natural,"Rich-toned, chocolaty, fruit-centered. Chocolate fudge, persimmon, magnolia, oak, molasses in aroma and cup. Sweet savory structure with balanced, vibrant acidity; very full, syrupy mouthfeel. The finish consolidates to notes of chocolate fudge and magnolia with undertones of oak.",,"Volcan growing region, western Panama",Medium-Light,7.09,February 2021
Prairie Lily Coffee,Panama Geisha,"Delicate, deep, gently fruit-forward. Grape candy, almond butter, dark chocolate, rum barrel, narcissus in aroma and cup. Sweet-tart structure with gentle, rounded acidity; viscous, creamy mouthfeel. The finish centers around notes of grape candy, rum barrel and dark chocolate. ",,"Volcan growing region, western Panama",Medium,5.1,February 2021
Souvenir Coffee,Costa Rica Cloza Estate,"Crisp, balanced, richly nut-toned. Nutella, red apple, freesia, agave syrup, cedar in aroma and cup. Very sweet in structure with brisk acidity; plush, syrupy-smooth mouthfeel. Sweetly nut-toned finish supported by freesia-like floral tones.",,"Alajuela, Costa Rica",Medium-Light,1.58,February 2021
Paradise Roasters,Ka’u Pink Honey,"Tropically sweet, floral-driven. Star jasmine, mango, date, macadamia nut, amber in aroma and cup. Sweet-tart structure with gently bright acidity; delicately confident acidity. Resonantly fruit- and floral-toned finish.",https://paradiseroasters.com/,"Ka'u District, Big Island of Hawai’i",Light,6.24,February 2021
Paradise Roasters,Kona Maragogype Pink Honey,"Delicate, lyrically sweet, gently tart. Tea rose, pink grapefruit zest, cocoa nib, fresh-cut oak, wild honey in aroma and cup. Sweet structure with gently bright acidity; plush, satiny mouthfeel. The finish consolidates to richly sweet notes of tea rose and honey with cocoa nib undertones.",https://paradiseroasters.com/,"Kainaliu, Kona District, Big Island of Hawai’i",Light,7.49,February 2021
Paradise Roasters,Ecuador La Hormiga “Naty”,"Delicately sweet-tart. Candy apple, green banana, grapefruit zest, brown sugar, marjoram in aroma and cup. Gently sweet structure with pert acidity; viscous, lively mouthfeel. The quiet finish consolidates to notes of tropical and citrus fruits and sweet garden herbs.",https://paradiseroasters.com/,"Chito, Zamora Chinchipe, Ecuador",Light,1.91,February 2021
Paradise Roasters,Guatemala Coffea Diversa Geisha Queen Honey,"Delicately sweet, floral-toned. Honeysuckle, lemon verbena, pink peppercorn, baking chocolate, hazelnut in aroma and cup. Sweet structure with vibrant, balanced acidity; satiny mouthfeel. Floral-toned finish with hints of baking chocolate.",https://paradiseroasters.com/,"Suchitan, Guatemala",Light,6.24,February 2021
Red Rooster Coffee Roaster,Ethiopia Demeka Becha,"Delicate, richly aromatic, distinctively high-toned. Bergamot, jasmine, Meyer lemon zest, cocoa nib, praline in aroma and cup. Sweetly tart, floral structure with juicy, balanced acidity; silky, buoyant mouthfeel. Long, juicy, satisfying finish.",https://bit.ly/2XuD3GS,"Sidama growing region, southern Ethiopia",Light,1.83,February 2021
Jackrabbit Java,Costa Rica Anaerobic,"Yeasty, richly sweet-savory. Fresh-baked bread, cinnamon, grape candy, baking chocolate, cedar in aroma and cup. Sweet-savory structure with very full, syrupy mouthfeel. The finish consolidates to cinnamon and baking chocolate, supported by fresh-cut cedar.",https://jackrabbitjava.com/,Costa Rica,Medium-Light,1.67,February 2021
Jackrabbit Java,Rwanda Triple-Washed,"Balanced, sweet-toned, floral. Tea rose, cocoa nib, pear, almond, oak in aroma and cup. Sweet structure with balanced, poised acidity; satiny-smooth mouthfeel. The floral-toned finish that leads with notes of tea rose and almond with hints of pear.",https://jackrabbitjava.com/,"Nyamasheke District, Rwanda",Medium-Light,1.67,February 2021
Red Rooster Coffee Roaster,Trust the Process — Full Natural,"Delicate, deep; complex. Pomegranate, macadamia nut, pink grapefruit zest, agave syrup, a hint of fresh dill in aroma and cup. Sweet-savory structure with gently tart, juicy acidity; supple, syrupy mouthfeel. The multi-layered finish, long and inviting, retains all of the flavor and aroma notes from the cup and adds a subtle tropical fruit note suggesting lychee.",https://bit.ly/2XuD3GS,"Los Naranjos, La Argentina, Huila Department, Colombia",Light,2.37,February 2021
Paradise Roasters,Colombia Finca El Caucho Pink Bourbon,"Very sweet, floral-toned. Freesia, pink grapefruit zest, wild honey, guava, oak in aroma and cup. Balanced, richly sweet structure with high-toned acidity; viscous, satiny mouthfeel. The flavor-saturated finish centers around notes of freesia and pink grapefruit zest.",https://paradiseroasters.com/,"Huila, Colombia",Light,2.82,February 2021
Badbeard’s Microroastery,Colombia Pink Bourbon/Pink Lemonade Collaboration,"Sweetly tart, floral-driven. Honeysuckle, vanilla bean, cocoa nib, peach, fresh-cut oak in aroma and cup. Crisply sweet structure with gently bright, ripe acidity; very full, viscous mouthfeel. The finish consolidates to notes of peach, vanilla bean and oak.",,"Huila, Colombia",Medium-Light,1.18,February 2021
JBC Coffee Roasters,Aces La Juntas,"Berry- and chocolate-toned. Strawberry, baking chocolate, cashew butter, lemon zest, elm in aroma and cup. Sweetly tart with juicy acidity; satiny-smooth mouthfeel. The rich-toned finish consolidates to notes of lemon zest, baking chocolate and cashew.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Chinas, San Agustín, Huila, Colombia",Light,2.33,February 2021
modcup coffee,Colombia Finca Potosi,"Caramel- and floral-toned. Salted caramel, lilac, Nutella, orange zest, cedar in aroma and cup. Sweet structure with gentle, round acidity; lightly syrupy, vibrant mouthfeel. Rich, caramelly finish with undertones of Nutella and orange zest.",https://www.modcup.com/,"Valle de Cauca, Colombia",Light,1.67,February 2021
Brioso Coffee,Colombia Java El Edén Limited Edition,"Explosively floral, tropical. Star jasmine, dark chocolate, pineapple kefir, pistachio, sandalwood in aroma and cup. Deeply sweet structure with lactic undertones and ripe, floral acidity; plush, syrupy-smooth mouthfeel. Notes of star jasmine lead the zesty finish, complicated by gentle kefir-like suggestions. ",,"Tolima, Colombia",Medium-Light,2.5,February 2021
Greater Goods Coffee Roasters,Bright Minds,"Richly spice-toned, gently floral. Star anise, baking chocolate, lavender, vanilla, cedar in aroma and cup. Sweetly tart with pert acidity; very smooth, silky mouthfeel. The quietly flavor-laden finish centers around chocolate, lavender and star anise.",,"San José, Caldas, Colombia",Medium-Light,1.5,February 2021
modcup coffee,Finca Potosi Anaerobic,"Fruit-forward, sweetly fermenty. Plum wine, almond butter, sassafras, oak, baking chocolate in aroma and cup. Sweet-savory structure with gentle, fruity acidity; full, viscous mouthfeel. Chocolaty finish, supported by notes of plum wine and sassafras.",https://www.modcup.com/,"Valle de Cauca Department, Colombia",Medium-Light,4.72,February 2021
